iter	Logloss
322	0.1256309754
323	0.1252975529
324	0.1249691938
325	0.1245395707
326	0.1243392644
327	0.1239531056
328	0.1236035596
329	0.1232706989
330	0.1229894445
331	0.1226958305
332	0.1225262615
333	0.1221755693
334	0.1217941501
335	0.121494932
336	0.121166932
337	0.1208051384
338	0.120551902
339	0.1202628712
340	0.1200607728
341	0.1198715193
342	0.1195242567
343	0.1192042428
344	0.1189222242
345	0.1185974479
346	0.1183144216
347	0.1179931382
348	0.1177451373
349	0.1175185976
350	0.1173314106
351	0.1170094731
352	0.1168302856
353	0.1166489127
354	0.1165605534
355	0.1163618193
356	0.1161081445
357	0.1159101406
358	0.1157196679
359	0.115488435
360	0.115328902
361	0.1151229271
362	0.1148416656
363	0.1146173752
364	0.1143739639
365	0.1142371628
366	0.1139107343
367	0.113599678
368	0.1133250482
369	0.1131825391
370	0.1128229986
371	0.1125746248
372	0.1123667103
373	0.1121568961
374	0.1118882979
375	0.1115427713
376	0.1113150301
377	0.1110950081
378	0.1108984258
379	0.1106326933
380	0.1102631916
381	0.1101224338
382	0.1098050631
383	0.1097002572
384	0.1093640306
385	0.1091646789
386	0.1089133614
387	0.1086702319
388	0.1084572242
389	0.1082771967
390	0.1080985612
391	0.1078353134
392	0.1076811496
393	0.1074469002
394	0.1072202827
395	0.1069309271
396	0.1067645472
397	0.1066168456
398	0.1064389566
399	0.1062325111
400	0.1060466613
401	0.1058642796
402	0.1056631223
403	0.1054688427
404	0.1053240402
405	0.1050724837
406	0.1048601058
407	0.1046062964
408	0.1044477415
409	0.1041488401
410	0.1038911436
411	0.1036124891
412	0.1034269904
413	0.1032137009
414	0.1029922444
415	0.1028314301
416	0.1026429138
417	0.1024597172
418	0.1022877253
419	0.1020550001
420	0.1018972366
421	0.1016589509
422	0.1014392354
423	0.1011434119
424	0.1010145274
425	0.1008609427
426	0.1006700393
427	0.1005535397
428	0.1004264417
429	0.1002519939
430	0.1000844917
431	0.09997563212
432	0.09979517173
433	0.09964625061
434	0.09947022125
435	0.09929513307
436	0.09911712177
437	0.09888307462
438	0.09872457494
439	0.0984660075
440	0.09835294529
441	0.09807711091
442	0.09791106891
443	0.09774067858
444	0.09749690494
445	0.09736376345
446	0.0971949063
447	0.09703741429
448	0.09690538002
449	0.09675427756
450	0.09657882396
451	0.0964473823
452	0.09626564087
453	0.09603732918
454	0.09589828496
455	0.09573104213
456	0.0956048772
457	0.09544494264
458	0.09531343951
459	0.09515099282
460	0.09493327734
461	0.09488487743
462	0.09474310731
463	0.09456053017
464	0.09432628673
465	0.09406977954
466	0.09398435204
467	0.09382058001
468	0.09357149439
469	0.09341894769
470	0.09330237817
471	0.09309055481
472	0.0929472746
473	0.09281574213
474	0.09266493551
475	0.09250238522
476	0.09242461489
477	0.09228115026
478	0.09207752956
479	0.09193812615
480	0.09179552937
481	0.09167943918
482	0.09149812279
483	0.09134696759
484	0.09115402549
485	0.09105679814
486	0.09091889765
487	0.09072882187
488	0.09055851548
489	0.09041476281
490	0.09030151929
491	0.09018747438
492	0.09007829865
493	0.08988816389
494	0.08972061055
495	0.08953107246
496	0.0894233909
497	0.0893219129
498	0.08920069234
499	0.08907491187
500	0.0889983458
501	0.08884995333
502	0.08871652631
503	0.08851581656
504	0.08833529718
505	0.08812706477
506	0.08799104229
507	0.0878954639
508	0.08773544415
509	0.08756376623
510	0.08744252165
511	0.08731287655
512	0.08721534962
513	0.08709546658
514	0.08691038418
515	0.08678628543
516	0.08666869265
517	0.08654861987
518	0.08638009351
519	0.08618409222
520	0.08608747527
521	0.08593383884
522	0.08588432361
523	0.08577249468
524	0.08555225053
525	0.08533011182
526	0.08518020801
527	0.08504635127
528	0.0848999245
529	0.08484258171
530	0.08475061237
531	0.0846496602
532	0.08451747676
533	0.08439412666
534	0.08425718546
535	0.0841137383
536	0.08401123828
537	0.08386903283
538	0.08374362185
539	0.08358893407
540	0.08345923187
541	0.08339791679
542	0.08327127876
543	0.08311036557
544	0.08297987852
545	0.08289814807
546	0.08278453288
547	0.08263664814
548	0.08254909827
549	0.08246041905
550	0.08231310133
551	0.08211295486
552	0.08196150788
553	0.08182141793
554	0.08172035717
555	0.08162564476
556	0.08147809081
557	0.08136497836
558	0.08130330659
559	0.08123845174
560	0.08108942328
561	0.08097982188
562	0.08088984789
563	0.08080296835
564	0.08068647684
565	0.08061271843
566	0.08045841293
567	0.08034812
568	0.08028006398
569	0.08017500346
570	0.08014293116
571	0.08003251933
572	0.07992281215
573	0.07981955693
574	0.07971540702
575	0.07964089372
576	0.07958626997
577	0.07949118152
578	0.07934278718
579	0.0792214833
580	0.07911999251
581	0.07897636934
582	0.07886801683
583	0.07876891959
584	0.07871316834
585	0.07866433185
586	0.07857236032
587	0.07847922073
588	0.07841015486
589	0.07835696349
590	0.07824784455
591	0.07816362007
592	0.07808891048
593	0.07793688431
594	0.07771749085
595	0.07762578894
596	0.07752952339
597	0.07742106322
598	0.0773129276
599	0.07724795042
600	0.07711737786
601	0.07694637682
602	0.07685012811
603	0.07672557063
604	0.07662898208
605	0.07651053361
606	0.07644006376
607	0.07636891329
608	0.07626211238
609	0.07616458732
610	0.07610044554
611	0.07598214686
612	0.07584620084
613	0.07572783725
614	0.07564998204
615	0.07556181272
616	0.07544646088
617	0.07537795892
618	0.07520576172
619	0.07509377302
620	0.07503839282
621	0.07494271675
622	0.07485019256
623	0.07475388674
624	0.07464989349
625	0.07451550436
626	0.07437686115
627	0.07433907461
628	0.07424238277
629	0.07421857087
630	0.07409208545
631	0.07397755809
632	0.07389083739
633	0.07379664083
634	0.07367953674
635	0.0735780603
636	0.07350938732
637	0.07343781463
638	0.07335823181
639	0.07325945974
640	0.07316792885
641	0.07303160991
642	0.0729689105
643	0.07284746682
644	0.0727640328
645	0.07267723127
646	0.07260772726
647	0.07248135262
648	0.07241574101
649	0.0723309364
650	0.0722038231
651	0.07210508285
652	0.07204904419
653	0.07190719887
654	0.07174777517
655	0.07166332974
656	0.07150566578
657	0.07145376043
658	0.071382448
659	0.07127876338
660	0.07120967161
661	0.07102248057
662	0.07092186824
663	0.07078170714
664	0.07072784639
665	0.07057702635
666	0.07050757321
667	0.07042282227
668	0.07033919758
669	0.07021731981
670	0.07009875119
671	0.07003897054
672	0.06995321038
673	0.06987493856
674	0.06980686662
675	0.06968455851
676	0.06959944339
677	0.06952186311
678	0.06946419296
679	0.06933576149
680	0.06930297676
681	0.06919352203
682	0.06905829938
683	0.06895684572
684	0.06886582787
685	0.06880239386
686	0.06873883564
687	0.06862976851
688	0.06854534087
689	0.06843134215
690	0.06836376983
691	0.06831570726
692	0.06827491647
693	0.06822812058
694	0.06816989215
695	0.06808229235
696	0.06801804385
697	0.0679604433
698	0.06789528699
699	0.06778206594
700	0.06772788875
701	0.06767392845
702	0.06758365207
703	0.06751749247
704	0.0674492386
705	0.06736616158
706	0.06729648563
707	0.06721066336
708	0.06714987443
709	0.06706729204
710	0.06699785075
711	0.06695443985
712	0.06688984152
713	0.06682967297
714	0.06677049211
715	0.06666995998
716	0.06659019368
717	0.06650787748
718	0.06640487816
719	0.06628989799
720	0.06623080295
721	0.06615530196
722	0.06608353672
723	0.06605758093
724	0.06603650117
725	0.06594174976
726	0.06589207662
727	0.06580223401
728	0.06573984167
729	0.0656737317
730	0.06560797155
731	0.06555244685
732	0.06545503227
733	0.06536931923
734	0.06528870348
735	0.06518132868
736	0.06510420432
737	0.06501585027
738	0.06494623641
739	0.06488208715
740	0.06484132787
741	0.06474444691
742	0.06465935052
743	0.06456234942
744	0.06447446939
745	0.06437581309
746	0.06430247566
747	0.06420276552
748	0.06405830165
749	0.06399334694
750	0.06394882758
751	0.06385356906
752	0.06380063202
753	0.06373284468
754	0.06367228168
755	0.06358728265
756	0.06351470386
757	0.06344077288
758	0.06337176911
759	0.06329040502
760	0.0632293914
761	0.06316633718
762	0.0631207131
763	0.06307238153
764	0.06302785593
765	0.06295689769
766	0.06289426319
767	0.06284997694
768	0.06275525736
769	0.06265942838
770	0.06258519719
771	0.06253814635
772	0.06244961754
773	0.06238419504
774	0.06230263841
775	0.06223586405
776	0.06216924883
777	0.06208068257
778	0.06203678235
779	0.06195368973
780	0.06188905926
781	0.06184674776
782	0.06178511312
783	0.06167472501
784	0.06160397523
785	0.06155583028
786	0.06145738276
787	0.06138846731
788	0.06132018441
789	0.06127171679
790	0.0612229992
791	0.06113510825
792	0.06103361901
793	0.06096484992
794	0.0609002001
795	0.06085878829
796	0.06078936479
797	0.06073610227
798	0.06068542584
799	0.06061622422
800	0.06057902812
801	0.06051078704
802	0.06044672078
803	0.06034138065
804	0.06025870683
805	0.0601722467
806	0.06013635285
807	0.06007994813
808	0.06004410795
809	0.05994384763
810	0.05990454882
811	0.05982305617
812	0.05976740571
813	0.05969485094
814	0.05959479628
815	0.05956526951
816	0.05951483836
817	0.0594646525
818	0.05935713508
819	0.05928871519
820	0.05922677848
821	0.0591774689
822	0.05912210742
823	0.05904688698
824	0.05896918842
825	0.05892230266
826	0.05887911145
827	0.05883780949
828	0.05879160933
829	0.05872922106
830	0.0586135609
831	0.05855372064
832	0.05849879262
833	0.0584348771
834	0.05837365064
835	0.0583247792
836	0.05827375888
837	0.05822922422
838	0.05816601615
839	0.05814259745
840	0.05812865184
841	0.05806952653
842	0.05800213552
843	0.05794576481
844	0.05788527546
845	0.05783312077
846	0.05779049284
847	0.05771561693
848	0.05766784833
849	0.05760872832
850	0.05751275142
851	0.05745724483
852	0.05738179066
853	0.05727954185
854	0.05722748391
855	0.05715364842
856	0.05710377057
857	0.05704949757
858	0.05696593654
859	0.05691592356
860	0.05687478075
861	0.05682677936
862	0.05678043721
863	0.05673371747
864	0.0566630663
865	0.05659074715
866	0.05652060153
867	0.0564221306
868	0.05638752277
869	0.05635087496
870	0.05630235772
871	0.05623347784
872	0.05619124623
873	0.05612691067
874	0.05607171521
875	0.05602524886
876	0.05597426504
877	0.05592489617
878	0.05584623052
879	0.05577397627
880	0.05570119214
881	0.05566214766
882	0.05561359047
883	0.05554947179
884	0.05549430972
885	0.05543103955
886	0.05537751801
887	0.05532086052
888	0.05529229678
889	0.05522648858
890	0.05517372598
891	0.05512139622
892	0.05505011906
893	0.05501705471
894	0.05498889104
895	0.05493354953
896	0.05488378652
897	0.05481270065
898	0.05475072118
899	0.05469656896
900	0.05464620834
901	0.05457039029
902	0.05449783708
903	0.05443308241
904	0.05437954683
905	0.05433709241
906	0.05426770168
907	0.05420493487
908	0.05416975221
909	0.05410766508
910	0.05406739699
911	0.05403484256
912	0.05397959529
913	0.05389675607
914	0.05381569407
915	0.05375792593
916	0.0537152022
917	0.05366364106
918	0.05362176521
919	0.05357930517
920	0.05354396773
921	0.0534943258
922	0.05343138235
923	0.0533831132
924	0.05335220679
925	0.05331908003
926	0.05328867916
927	0.05326096394
928	0.05320843883
929	0.05313701686
930	0.05308102344
931	0.05301691131
932	0.05299507479
933	0.05293095143
934	0.05290279463
935	0.05287795385
936	0.0528183361
937	0.05274320803
938	0.05270674872
939	0.05267246637
940	0.05262504385
941	0.05254957095
942	0.05250735745
943	0.05242658442
944	0.05238247011
945	0.05236438026
946	0.05231907855
947	0.05222437457
948	0.05217479536
949	0.05211129925
950	0.05203261987
951	0.05200059096
952	0.05193025092
953	0.05189419261
954	0.05186714084
955	0.05179533472
956	0.05175386892
957	0.05171147691
958	0.05166843924
959	0.05160269999
960	0.0515525625
961	0.05148925738
962	0.05143409749
963	0.0514046038
964	0.05132541887
965	0.05129314624
966	0.05122806327
967	0.05117518708
968	0.05115020899
969	0.05111935189
970	0.05109240091
971	0.05106085383
972	0.05100365365
973	0.05096550855
974	0.05092614546
975	0.05088991364
976	0.05084715245
977	0.05079344742
978	0.05072358859
979	0.0506493805
980	0.05060305302
981	0.05055515273
982	0.05052091501
983	0.05049997506
984	0.05045698232
985	0.0504102011
986	0.05038463882
987	0.05033542473
988	0.05030493243
989	0.05027194672
990	0.05023118058
991	0.05020681008
992	0.05014178859
993	0.05011464226
994	0.05007338149
995	0.05003590952
996	0.04999525728
997	0.04994284295
998	0.04986502425
999	0.04983656912
